,Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
0,2684,WHS2_131,COUNTRY,MNG,WPR,YEAR,Western Pacific,SEX,2008,SEX_MLE,,,,,,,1150 [800-1640],1154.453613281,795.569702148,1643.545288086,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1,7743,WHS2_131,COUNTRY,ITA,EUR,YEAR,Europe,SEX,2015,SEX_MLE,,,,,,,390 [330-450],388.302093506,329.329803467,449.941070557,,2025-03-19T11:00:50.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2,8286,WHS2_131,COUNTRY,BOL,AMR,YEAR,Americas,SEX,2018,SEX_MLE,,,,,,,530 [240-720],532.339111328,240.799758911,719.994750977,,2025-03-19T11:00:50.48+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3,13913,WHS2_131,COUNTRY,SLE,AFR,YEAR,Africa,SEX,2007,SEX_BTSX,,,,,,,690 [400-1140],692.518249512,396.741638184,1143.28112793,,2025-03-19T11:00:50.48+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4,14456,WHS2_131,REGION,EMR,,YEAR,,SEX,2015,SEX_MLE,,,,,,,680 [440-980],683.153686523,441.366943359,979.37512207,,2025-03-19T11:00:50.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5,20154,WHS2_131,COUNTRY,MWI,AFR,YEAR,Africa,SEX,2020,SEX_FMLE,,,,,,,610 [350-1130],612.002990723,347.580841064,1131.660400391,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",2025-03-19T11:00:50.48+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6,20794,WHS2_131,COUNTRY,CAN,AMR,YEAR,Americas,SEX,2013,SEX_MLE,,,,,,,380 [300-460],377.850463867,302.091918945,464.15713501,,2025-03-19T11:00:50.48+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7,21214,WHS2_131,REGION,AFR,,YEAR,,SEX,2020,SEX_BTSX,,,,,,,600 [340-950],601.875,340.742126465,946.835998535,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",2025-03-19T11:00:50.48+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8,26502,WHS2_131,COUNTRY,KAZ,EUR,YEAR,Europe,SEX,2000,SEX_BTSX,,,,,,,970 [790-1110],966.758972168,789.28527832,1111.155639648,,2025-03-19T11:00:50.48+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9,27823,WHS2_131,COUNTRY,SLB,WPR,YEAR,Western Pacific,SEX,2019,SEX_BTSX,,,,,,,930 [500-1220],934.530883789,501.173828125,1223.597167969,,2025-03-19T11:00:50.48+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10,39543,WHS2_131,COUNTRY,PSE,EMR,YEAR,Eastern Mediterranean,SEX,2008,SEX_FMLE,,,,,,,630 [440-870],627.620910645,443.543243408,866.592285156,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
11,45697,WHS2_131,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,SEX,2008,SEX_FMLE,,,,,,,730 [470-1080],728.057434082,467.44631958,1079.571044922,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
12,45941,WHS2_131,COUNTRY,SSD,AFR,YEAR,Africa,SEX,2000,SEX_BTSX,,,,,,,570 [290-1040],567.75604248,287.866790771,1043.255859375,,2025-03-19T11:00:50.48+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
13,46673,WHS2_131,COUNTRY,LTU,EUR,YEAR,Europe,SEX,2018,SEX_FMLE,,,,,,,380 [310-480],377.030578613,312.749816895,483.873443604,,2025-03-19T11:00:50.48+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
14,52354,WHS2_131,COUNTRY,TUR,EUR,YEAR,Europe,SEX,2006,SEX_BTSX,,,,,,,480 [290-630],482.273620605,287.670715332,633.927734375,,2025-03-19T11:00:50.48+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
15,58125,WHS2_131,COUNTRY,BFA,AFR,YEAR,Africa,SEX,2010,SEX_BTSX,,,,,,,680 [360-1240],683.433349609,358.383544922,1244.414306641,,2025-03-19T11:00:50.48+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
16,58190,WHS2_131,COUNTRY,CPV,AFR,YEAR,Africa,SEX,2006,SEX_BTSX,,,,,,,430 [320-810],426.570953369,318.311248779,812.245361328,,2025-03-19T11:00:50.48+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
17,65796,WHS2_131,COUNTRY,ATG,AMR,YEAR,Americas,SEX,2005,SEX_FMLE,,,,,,,470 [360-570],468.353393555,364.797668457,565.056030273,,2025-03-19T11:00:50.48+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
18,66005,WHS2_131,COUNTRY,NER,AFR,YEAR,Africa,SEX,2005,SEX_MLE,,,,,,,580 [280-1070],580.184570313,279.331665039,1074.318847656,,2025-03-19T11:00:50.48+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
19,71216,WHS2_131,COUNTRY,CYP,EUR,YEAR,Europe,SEX,2005,SEX_BTSX,,,,,,,400 [270-560],396.005249023,269.04989624,561.005554199,,2025-03-19T11:00:50.48+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
20,78316,WHS2_131,COUNTRY,BOL,AMR,YEAR,Americas,SEX,2011,SEX_BTSX,,,,,,,550 [260-790],553.176025391,262.265899658,794.536254883,,2025-03-19T11:00:50.48+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
21,78651,WHS2_131,COUNTRY,COL,AMR,YEAR,Americas,SEX,2003,SEX_BTSX,,,,,,,500 [390-600],496.224853516,390.152893066,595.25970459,,2025-03-19T11:00:50.48+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
22,83591,WHS2_131,COUNTRY,GMB,AFR,YEAR,Africa,SEX,2017,SEX_BTSX,,,,,,,650 [360-1110],646.274658203,356.67288208,1105.264892578,,2025-03-19T11:00:50.48+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
23,84419,WHS2_131,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,SEX,2012,SEX_FMLE,,,,,,,390 [240-730],394.424957275,240.653198242,726.195983887,,2025-03-19T11:00:50.48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
24,90597,WHS2_131,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,SEX,2021,SEX_FMLE,,,,,,,460 [260-680],459.001861572,256.84286499,684.487915039,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",2025-03-19T11:00:50.48+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
25,97656,WHS2_131,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,SEX,2018,SEX_FMLE,,,,,,,690 [430-1050],691.51159668,430.563262939,1050.403198242,,2025-03-19T11:00:50.48+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
26,102583,WHS2_131,COUNTRY,PRK,SEAR,YEAR,South-East Asia,SEX,2006,SEX_FMLE,,,,,,,560 [350-1000],564.063171387,349.328979492,998.272094727,,2025-03-19T11:00:50.48+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
27,102614,WHS2_131,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,SEX,2005,SEX_BTSX,,,,,,,520 [350-920],519.454345703,351.488861084,920.727783203,,2025-03-19T11:00:50.48+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
28,102932,WHS2_131,COUNTRY,BLR,EUR,YEAR,Europe,SEX,2007,SEX_FMLE,,,,,,,570 [500-720],574.833312988,503.348449707,715.412109375,,2025-03-19T11:00:50.48+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
29,102990,WHS2_131,COUNTRY,ISL,EUR,YEAR,Europe,SEX,2016,SEX_MLE,,,,,,,350 [280-440],350.970397949,277.90838623,444.030700684,,2025-03-19T11:00:50.48+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
30,103159,WHS2_131,REGION,SEAR,,YEAR,,SEX,2000,SEX_BTSX,,,,,,,560 [400-800],561.797119141,398.613098145,803.710388184,,2025-03-19T11:00:50.48+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
31,103302,WHS2_131,COUNTRY,GNB,AFR,YEAR,Africa,SEX,2020,SEX_FMLE,,,,,,,620 [310-990],619.694580078,306.473144531,988.475891113,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",2025-03-19T11:00:50.48+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
32,103693,WHS2_131,COUNTRY,ATG,AMR,YEAR,Americas,SEX,2019,SEX_FMLE,,,,,,,500 [390-630],503.4012146,385.788848877,629.881835938,,2025-03-19T11:00:50.48+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
33,109175,WHS2_131,REGION,EMR,,YEAR,,SEX,2005,SEX_FMLE,,,,,,,650 [420-980],647.084411621,421.709838867,983.104858398,,2025-03-19T11:00:50.48+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
34,109892,WHS2_131,COUNTRY,LSO,AFR,YEAR,Africa,SEX,2009,SEX_BTSX,,,,,,,800 [440-1350],804.831665039,440.416046143,1348.090454102,,2025-03-19T11:00:50.48+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
35,116116,WHS2_131,COUNTRY,IND,SEAR,YEAR,South-East Asia,SEX,2019,SEX_BTSX,,,,,,,580 [450-780],575.789916992,450.23248291,784.53729248,,2025-03-19T11:00:50.48+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
36,127965,WHS2_131,COUNTRY,JPN,WPR,YEAR,Western Pacific,SEX,2017,SEX_BTSX,,,,,,,230 [190-290],233.555282593,190.150650024,292.329956055,,2025-03-19T11:00:50.48+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
37,128729,WHS2_131,COUNTRY,KOR,WPR,YEAR,Western Pacific,SEX,2010,SEX_BTSX,,,,,,,330 [220-470],325.954803467,221.797271729,466.450286865,,2025-03-19T11:00:50.48+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
38,134747,WHS2_131,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,SEX,2019,SEX_BTSX,,,,,,,450 [280-840],451.707305908,279.31350708,837.289245605,,2025-03-19T11:00:50.48+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
39,135131,WHS2_131,COUNTRY,BOL,AMR,YEAR,Americas,SEX,2010,SEX_BTSX,,,,,,,550 [260-800],554.02355957,264.646087646,796.193481445,,2025-03-19T11:00:50.48+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
40,135520,WHS2_131,COUNTRY,TLS,SEAR,YEAR,South-East Asia,SEX,2003,SEX_BTSX,,,,,,,530 [460-1330],534.801025391,458.97454834,1327.739746094,,2025-03-19T11:00:50.48+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
41,141009,WHS2_131,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,SEX,2002,SEX_FMLE,,,,,,,450 [270-710],452.008636475,273.025878906,709.80090332,,2025-03-19T11:00:50.48+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
42,141691,WHS2_131,COUNTRY,NER,AFR,YEAR,Africa,SEX,2008,SEX_FMLE,,,,,,,520 [240-960],519.609680176,238.219604492,955.237731934,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
43,141818,WHS2_131,COUNTRY,NPL,SEAR,YEAR,South-East Asia,SEX,2015,SEX_FMLE,,,,,,,510 [290-830],510.419403076,288.602966309,828.757568359,,2025-03-19T11:00:50.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
44,148113,WHS2_131,REGION,AFR,,YEAR,,SEX,2007,SEX_FMLE,,,,,,,570 [330-890],565.56036377,326.452453613,894.327392578,,2025-03-19T11:00:50.48+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
45,148216,WHS2_131,COUNTRY,HND,AMR,YEAR,Americas,SEX,2007,SEX_BTSX,,,,,,,560 [330-950],562.869628906,326.324157715,954.138122559,,2025-03-19T11:00:50.48+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
46,153887,WHS2_131,COUNTRY,FJI,WPR,YEAR,Western Pacific,SEX,2001,SEX_MLE,,,,,,,1400 [950-1680],1395.188964844,954.176330566,1684.727294922,,2025-03-19T11:00:50.48+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
47,159949,WHS2_131,COUNTRY,GNQ,AFR,YEAR,Africa,SEX,2015,SEX_FMLE,,,,,,,530 [240-970],530.818908691,236.649230957,969.440856934,,2025-03-19T11:00:50.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
48,166833,WHS2_131,COUNTRY,CUB,AMR,YEAR,Americas,SEX,2015,SEX_BTSX,,,,,,,430 [350-520],426.432525635,348.008605957,524.960876465,,2025-03-19T11:00:50.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
49,167287,WHS2_131,COUNTRY,TCD,AFR,YEAR,Africa,SEX,2011,SEX_MLE,,,,,,,740 [400-1200],739.961914063,398.216094971,1198.931884766,,2025-03-19T11:00:50.48+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
50,173465,WHS2_131,COUNTRY,MWI,AFR,YEAR,Africa,SEX,2005,SEX_FMLE,,,,,,,610 [350-1050],612.097961426,349.993225098,1045.79699707,,2025-03-19T11:00:50.48+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
51,173579,WHS2_131,COUNTRY,SLV,AMR,YEAR,Americas,SEX,2008,SEX_MLE,,,,,,,500 [360-730],504.261535645,356.694976807,732.671325684,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
52,173755,WHS2_131,COUNTRY,SUR,AMR,YEAR,Americas,SEX,2014,SEX_MLE,,,,,,,640 [440-940],643.643920898,442.514160156,937.616455078,,2025-03-19T11:00:50.48+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
53,179028,WHS2_131,COUNTRY,TON,WPR,YEAR,Western Pacific,SEX,2015,SEX_BTSX,,,,,,,660 [410-1020],663.728820801,410.381286621,1018.376342773,,2025-03-19T11:00:50.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
54,179499,WHS2_131,COUNTRY,VNM,WPR,YEAR,Western Pacific,SEX,2012,SEX_BTSX,,,,,,,590 [390-940],587.885437012,392.414245605,940.595336914,,2025-03-19T11:00:50.48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
55,185270,WHS2_131,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,SEX,2005,SEX_MLE,,,,,,,660 [350-1140],656.844970703,348.382263184,1143.787719727,,2025-03-19T11:00:50.48+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
56,191566,WHS2_131,COUNTRY,CHL,AMR,YEAR,Americas,SEX,2012,SEX_MLE,,,,,,,440 [330-510],437.072814941,331.731079102,514.380554199,,2025-03-19T11:00:50.48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
57,193040,WHS2_131,COUNTRY,VCT,AMR,YEAR,Americas,SEX,2016,SEX_MLE,,,,,,,590 [490-740],594.492126465,487.988708496,743.517272949,,2025-03-19T11:00:50.48+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
58,193060,WHS2_131,COUNTRY,COD,AFR,YEAR,Africa,SEX,2008,SEX_BTSX,,,,,,,720 [350-1260],720.239746094,346.031341553,1262.095825195,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
59,211926,WHS2_131,COUNTRY,GRD,AMR,YEAR,Americas,SEX,2017,SEX_MLE,,,,,,,870 [640-1020],873.41192627,644.234436035,1018.134216309,,2025-03-19T11:00:50.48+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
60,217082,WHS2_131,COUNTRY,TLS,SEAR,YEAR,South-East Asia,SEX,2000,SEX_MLE,,,,,,,540 [480-1500],540.622314453,481.526367188,1497.304443359,,2025-03-19T11:00:50.48+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
61,217653,WHS2_131,COUNTRY,AUS,WPR,YEAR,Western Pacific,SEX,2021,SEX_MLE,,,,,,,320 [250-410],324.806365967,252.045639038,413.455535889,,2025-03-19T11:00:50.48+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
62,217871,WHS2_131,COUNTRY,BIH,EUR,YEAR,Europe,SEX,2021,SEX_MLE,,,,,,,570 [400-850],574.294433594,402.453155518,850.768371582,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",2025-03-19T11:00:50.48+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
63,223521,WHS2_131,COUNTRY,GBR,EUR,YEAR,Europe,SEX,2001,SEX_MLE,,,,,,,570 [510-610],565.20135498,512.088256836,605.916687012,,2025-03-19T11:00:50.48+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
64,224697,WHS2_131,COUNTRY,THA,SEAR,YEAR,South-East Asia,SEX,2010,SEX_FMLE,,,,,,,350 [230-540],347.672088623,226.91998291,538.771789551,,2025-03-19T11:00:50.48+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
65,229907,WHS2_131,COUNTRY,LVA,EUR,YEAR,Europe,SEX,2012,SEX_MLE,,,,,,,870 [780-1070],873.28918457,777.428771973,1067.543945313,,2025-03-19T11:00:50.48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
66,230419,WHS2_131,COUNTRY,ITA,EUR,YEAR,Europe,SEX,2014,SEX_MLE,,,,,,,380 [320-440],378.092803955,320.982025146,437.572937012,,2025-03-19T11:00:50.48+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
67,230759,WHS2_131,COUNTRY,GAB,AFR,YEAR,Africa,SEX,2011,SEX_MLE,,,,,,,790 [440-1310],786.221984863,436.130706787,1310.876220703,,2025-03-19T11:00:50.48+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
68,236933,WHS2_131,COUNTRY,HTI,AMR,YEAR,Americas,SEX,2006,SEX_FMLE,,,,,,,1010 [570-1760],1014.744812012,570.077575684,1758.593017578,,2025-03-19T11:00:50.48+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
69,242944,WHS2_131,COUNTRY,MLT,EUR,YEAR,Europe,SEX,2017,SEX_BTSX,,,,,,,310 [240-420],311.842010498,242.694656372,423.419128418,,2025-03-19T11:00:50.48+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
70,255268,WHS2_131,COUNTRY,FJI,WPR,YEAR,Western Pacific,SEX,2018,SEX_BTSX,,,,,,,960 [590-1300],958.260314941,594.92376709,1295.895019531,,2025-03-19T11:00:50.48+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
71,255378,WHS2_131,COUNTRY,AGO,AFR,YEAR,Africa,SEX,2013,SEX_MLE,,,,,,,750 [410-1170],753.176208496,406.34588623,1170.465209961,,2025-03-19T11:00:50.48+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
72,256019,WHS2_131,COUNTRY,ERI,AFR,YEAR,Africa,SEX,2002,SEX_BTSX,,,,,,,900 [500-1620],895.039794922,495.875244141,1624.076171875,,2025-03-19T11:00:50.48+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
73,267646,WHS2_131,COUNTRY,UZB,EUR,YEAR,Europe,SEX,2016,SEX_MLE,,,,,,,1010 [800-1100],1008.725585938,803.561035156,1103.027954102,,2025-03-19T11:00:50.48+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
74,268473,WHS2_131,COUNTRY,MAR,EMR,YEAR,Eastern Mediterranean,SEX,2007,SEX_BTSX,,,,,,,630 [380-970],626.444274902,383.49041748,968.027587891,,2025-03-19T11:00:50.48+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
75,268595,WHS2_131,COUNTRY,FSM,WPR,YEAR,Western Pacific,SEX,2018,SEX_BTSX,,,,,,,960 [650-1660],964.523681641,653.797363281,1664.189208984,,2025-03-19T11:00:50.48+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
76,273872,WHS2_131,COUNTRY,AUT,EUR,YEAR,Europe,SEX,2012,SEX_MLE,,,,,,,450 [370-550],451.210388184,367.710144043,551.977294922,,2025-03-19T11:00:50.48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
77,274059,WHS2_131,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,2008,SEX_FMLE,,,,,,,820 [530-1070],820.52746582,532.990905762,1066.107910156,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
78,274442,WHS2_131,COUNTRY,ZMB,AFR,YEAR,Africa,SEX,2000,SEX_MLE,,,,,,,770 [400-1170],769.248046875,400.437164307,1169.454223633,,2025-03-19T11:00:50.48+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
79,280602,WHS2_131,COUNTRY,AZE,EUR,YEAR,Europe,SEX,2015,SEX_BTSX,,,,,,,620 [440-810],617.124633789,440.705200195,809.493835449,,2025-03-19T11:00:50.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
80,280904,WHS2_131,COUNTRY,PRT,EUR,YEAR,Europe,SEX,2016,SEX_BTSX,,,,,,,340 [260-440],339.846038818,258.779205322,436.784088135,,2025-03-19T11:00:50.48+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
81,286416,WHS2_131,COUNTRY,ERI,AFR,YEAR,Africa,SEX,2016,SEX_BTSX,,,,,,,800 [450-1450],796.353027344,445.277648926,1454.401123047,,2025-03-19T11:00:50.48+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
82,286536,WHS2_131,COUNTRY,HTI,AMR,YEAR,Americas,SEX,2009,SEX_FMLE,,,,,,,970 [540-1700],974.486206055,542.032226563,1697.613037109,,2025-03-19T11:00:50.48+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
83,287000,WHS2_131,COUNTRY,MYS,WPR,YEAR,Western Pacific,SEX,2004,SEX_MLE,,,,,,,630 [480-910],628.443054199,475.82711792,911.222229004,,2025-03-19T11:00:50.48+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
84,287005,WHS2_131,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,SEX,2020,SEX_BTSX,,,,,,,690 [460-1020],690.519226074,461.657196045,1015.047302246,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",2025-03-19T11:00:50.48+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
85,293973,WHS2_131,COUNTRY,SWE,EUR,YEAR,Europe,SEX,2016,SEX_BTSX,,,,,,,320 [250-400],316.512115479,250.257522583,396.974761963,,2025-03-19T11:00:50.48+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
86,299157,WHS2_131,COUNTRY,NLD,EUR,YEAR,Europe,SEX,2018,SEX_MLE,,,,,,,360 [290-460],364.123077393,292.538909912,457.07434082,,2025-03-19T11:00:50.48+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
87,299262,WHS2_131,COUNTRY,VUT,WPR,YEAR,Western Pacific,SEX,2018,SEX_MLE,,,,,,,1090 [660-1590],1094.965576172,656.594848633,1585.544433594,,2025-03-19T11:00:50.48+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
88,299347,WHS2_131,COUNTRY,SLB,WPR,YEAR,Western Pacific,SEX,2017,SEX_BTSX,,,,,,,940 [520-1270],941.266113281,517.893005371,1272.839599609,,2025-03-19T11:00:50.48+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
89,305828,WHS2_131,WORLDBANKINCOMEGROUP,WB_LMI,,YEAR,,SEX,2006,SEX_BTSX,,,,,,,590 [420-870],593.017150879,423.820159912,866.990356445,,2025-03-19T11:00:50.48+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
90,306460,WHS2_131,COUNTRY,PAN,AMR,YEAR,Americas,SEX,2011,SEX_BTSX,,,,,,,360 [300-490],364.522796631,297.582855225,492.968322754,,2025-03-19T11:00:50.48+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
91,312395,WHS2_131,REGION,AMR,,YEAR,,SEX,2020,SEX_FMLE,,,,,,,350 [270-460],353.718658447,274.915863037,455.671112061,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",2025-03-19T11:00:50.48+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
92,312668,WHS2_131,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,SEX,2018,SEX_BTSX,,,,,,,620 [310-1090],624.81237793,313.14666748,1087.766845703,,2025-03-19T11:00:50.48+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
