,Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1677,5176367,WHS2_131,COUNTRY,GHA,AFR,YEAR,Africa,SEX,2015,SEX_BTSX,,,,,,,640 [380-990],643.397827148,378.467071533,994.66784668,,2025-03-19T11:00:50.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1678,5188199,WHS2_131,COUNTRY,URY,AMR,YEAR,Americas,SEX,2011,SEX_MLE,,,,,,,630 [520-770],630.941101074,523.052001953,766.899047852,,2025-03-19T11:00:50.48+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1679,5188636,WHS2_131,COUNTRY,GBR,EUR,YEAR,Europe,SEX,2010,SEX_MLE,,,,,,,440 [400-490],440.959075928,395.963562012,488.367858887,,2025-03-19T11:00:50.48+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1680,5188867,WHS2_131,COUNTRY,IND,SEAR,YEAR,South-East Asia,SEX,2000,SEX_FMLE,,,,,,,460 [330-650],464.56652832,328.261901855,648.167907715,,2025-03-19T11:00:50.48+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1681,5188904,WHS2_131,COUNTRY,AUT,EUR,YEAR,Europe,SEX,2003,SEX_FMLE,,,,,,,350 [280-450],354.104644775,276.488830566,446.871032715,,2025-03-19T11:00:50.48+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1682,5189031,WHS2_131,COUNTRY,FRA,EUR,YEAR,Europe,SEX,2011,SEX_MLE,,,,,,,420 [330-510],416.465667725,334.965026855,509.924682617,,2025-03-19T11:00:50.48+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1683,5194931,WHS2_131,COUNTRY,GRC,EUR,YEAR,Europe,SEX,2019,SEX_MLE,,,,,,,410 [350-520],410.005126953,346.294281006,521.680603027,,2025-03-19T11:00:50.48+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1684,5201431,WHS2_131,COUNTRY,SRB,EUR,YEAR,Europe,SEX,2017,SEX_BTSX,,,,,,,610 [470-850],613.059387207,468.498565674,847.860717773,,2025-03-19T11:00:50.48+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1685,5213325,WHS2_131,COUNTRY,EST,EUR,YEAR,Europe,SEX,2011,SEX_BTSX,,,,,,,510 [420-620],514.097290039,421.603057861,624.919128418,,2025-03-19T11:00:50.48+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1686,5213541,WHS2_131,COUNTRY,DZA,AFR,YEAR,Africa,SEX,2018,SEX_FMLE,,,,,,,570 [340-860],565.758483887,336.016479492,858.684753418,,2025-03-19T11:00:50.48+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1687,5214332,WHS2_131,COUNTRY,MLI,AFR,YEAR,Africa,SEX,2002,SEX_MLE,,,,,,,600 [310-1030],603.374023438,312.837860107,1027.290893555,,2025-03-19T11:00:50.48+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1688,5219726,WHS2_131,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,SEX,2011,SEX_FMLE,,,,,,,400 [240-730],398.891479492,244.305725098,729.133666992,,2025-03-19T11:00:50.48+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1689,5219813,WHS2_131,COUNTRY,RUS,EUR,YEAR,Europe,SEX,2006,SEX_MLE,,,,,,,1260 [1190-1330],1263.211791992,1190.526367188,1331.116455078,,2025-03-19T11:00:50.48+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1690,5220390,WHS2_131,COUNTRY,SEN,AFR,YEAR,Africa,SEX,2001,SEX_BTSX,,,,,,,650 [370-1020],645.174194336,373.390197754,1019.370727539,,2025-03-19T11:00:50.48+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1691,5226714,WHS2_131,COUNTRY,ZAF,AFR,YEAR,Africa,SEX,2006,SEX_BTSX,,,,,,,620 [470-730],617.400024414,473.795043945,730.34967041,,2025-03-19T11:00:50.48+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1692,5232548,WHS2_131,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,SEX,2008,SEX_FMLE,,,,,,,1030 [500-1810],1029.472045898,497.102142334,1805.317749023,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1693,5232723,WHS2_131,COUNTRY,TON,WPR,YEAR,Western Pacific,SEX,2017,SEX_MLE,,,,,,,790 [500-1200],786.889343262,502.048675537,1198.694946289,,2025-03-19T11:00:50.48+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1694,5238559,WHS2_131,COUNTRY,MYS,WPR,YEAR,Western Pacific,SEX,2002,SEX_BTSX,,,,,,,570 [420-830],566.276855469,417.390319824,828.396606445,,2025-03-19T11:00:50.48+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1695,5245317,WHS2_131,COUNTRY,ATG,AMR,YEAR,Americas,SEX,2002,SEX_FMLE,,,,,,,470 [370-570],469.146362305,365.539489746,565.239807129,,2025-03-19T11:00:50.48+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1696,5245811,WHS2_131,COUNTRY,KHM,WPR,YEAR,Western Pacific,SEX,2015,SEX_MLE,,,,,,,820 [500-1310],824.077636719,495.576202393,1309.678588867,,2025-03-19T11:00:50.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1697,5246052,WHS2_131,COUNTRY,MDG,AFR,YEAR,Africa,SEX,2003,SEX_BTSX,,,,,,,760 [440-1240],763.429199219,440.740570068,1238.311767578,,2025-03-19T11:00:50.48+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1698,5251803,WHS2_131,COUNTRY,BWA,AFR,YEAR,Africa,SEX,2009,SEX_BTSX,,,,,,,710 [390-1140],713.434814453,394.143432617,1135.040649414,,2025-03-19T11:00:50.48+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1699,5252223,WHS2_131,COUNTRY,CPV,AFR,YEAR,Africa,SEX,2011,SEX_FMLE,,,,,,,370 [320-790],368.836273193,320.440734863,791.071777344,,2025-03-19T11:00:50.48+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1700,5252242,WHS2_131,COUNTRY,PER,AMR,YEAR,Americas,SEX,2013,SEX_MLE,,,,,,,270 [170-400],270.334381104,170.344024658,398.530822754,,2025-03-19T11:00:50.48+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1701,5257393,WHS2_131,COUNTRY,FIN,EUR,YEAR,Europe,SEX,2015,SEX_MLE,,,,,,,450 [360-550],445.069824219,356.48626709,553.527099609,,2025-03-19T11:00:50.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1702,5257505,WHS2_131,COUNTRY,NER,AFR,YEAR,Africa,SEX,2020,SEX_FMLE,,,,,,,550 [270-1010],554.984436035,265.753631592,1009.09765625,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",2025-03-19T11:00:50.48+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1703,5257780,WHS2_131,COUNTRY,VNM,WPR,YEAR,Western Pacific,SEX,2011,SEX_MLE,,,,,,,810 [570-1280],814.162536621,567.425415039,1277.788330078,,2025-03-19T11:00:50.48+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1704,5264227,WHS2_131,COUNTRY,ESP,EUR,YEAR,Europe,SEX,2010,SEX_MLE,,,,,,,440 [350-540],436.456665039,354.158508301,537.98651123,,2025-03-19T11:00:50.48+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1705,5270246,WHS2_131,COUNTRY,NER,AFR,YEAR,Africa,SEX,2021,SEX_FMLE,,,,,,,570 [270-1030],571.721130371,271.450927734,1033.470336914,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",2025-03-19T11:00:50.48+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1706,5270432,WHS2_131,COUNTRY,KHM,WPR,YEAR,Western Pacific,SEX,2009,SEX_BTSX,,,,,,,700 [430-1140],700.747192383,428.244537354,1137.45715332,,2025-03-19T11:00:50.48+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1707,5270947,WHS2_131,WORLDBANKINCOMEGROUP,WB_UMI,,YEAR,,SEX,2016,SEX_MLE,,,,,,,660 [510-830],661.907897949,511.987701416,833.923461914,,2025-03-19T11:00:50.48+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1708,5271499,WHS2_131,COUNTRY,ECU,AMR,YEAR,Americas,SEX,2012,SEX_MLE,,,,,,,510 [430-710],508.744476318,426.013122559,714.171325684,,2025-03-19T11:00:50.48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1709,5276823,WHS2_131,COUNTRY,COL,AMR,YEAR,Americas,SEX,2011,SEX_MLE,,,,,,,470 [380-580],468.904876709,376.928894043,584.270751953,,2025-03-19T11:00:50.48+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1710,5283655,WHS2_131,REGION,SEAR,,YEAR,,SEX,2001,SEX_BTSX,,,,,,,550 [400-790],554.428039551,396.090576172,792.45703125,,2025-03-19T11:00:50.48+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1711,5283847,WHS2_131,COUNTRY,IRL,EUR,YEAR,Europe,SEX,2009,SEX_FMLE,,,,,,,320 [250-410],319.656585693,245.830413818,408.243499756,,2025-03-19T11:00:50.48+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1712,5283940,WHS2_131,COUNTRY,MDA,EUR,YEAR,Europe,SEX,2016,SEX_FMLE,,,,,,,560 [430-640],560.424560547,428.293640137,639.284973145,,2025-03-19T11:00:50.48+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1713,5288686,WHS2_131,COUNTRY,BHS,AMR,YEAR,Americas,SEX,2018,SEX_FMLE,,,,,,,470 [300-520],473.84274292,302.241119385,521.173156738,,2025-03-19T11:00:50.48+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1714,5289808,WHS2_131,COUNTRY,PRT,EUR,YEAR,Europe,SEX,2000,SEX_BTSX,,,,,,,490 [400-610],486.233642578,400.709899902,612.806274414,,2025-03-19T11:00:50.48+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1715,5302015,WHS2_131,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,SEX,2007,SEX_FMLE,,,,,,,420 [260-750],415.160614014,264.803588867,749.90802002,,2025-03-19T11:00:50.48+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1716,5308155,WHS2_131,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,SEX,2014,SEX_FMLE,,,,,,,690 [480-1000],687.696655273,481.568359375,1001.618469238,,2025-03-19T11:00:50.48+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1717,5314212,WHS2_131,COUNTRY,GNB,AFR,YEAR,Africa,SEX,2009,SEX_MLE,,,,,,,850 [490-1340],853.41619873,487.189697266,1341.877197266,,2025-03-19T11:00:50.48+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1718,5315400,WHS2_131,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,SEX,2008,SEX_BTSX,,,,,,,710 [370-1090],709.110717773,366.112854004,1091.066650391,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1719,5320923,WHS2_131,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,SEX,2013,SEX_MLE,,,,,,,350 [270-420],350.066558838,271.88482666,420.173492432,,2025-03-19T11:00:50.48+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1720,5326543,WHS2_131,COUNTRY,BLR,EUR,YEAR,Europe,SEX,2003,SEX_FMLE,,,,,,,650 [560-790],653.076904297,563.572998047,786.273010254,,2025-03-19T11:00:50.48+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1721,5326547,WHS2_131,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,SEX,2002,SEX_MLE,,,,,,,770 [570-1030],773.989440918,571.175842285,1030.628295898,,2025-03-19T11:00:50.48+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1722,5327178,WHS2_131,COUNTRY,BIH,EUR,YEAR,Europe,SEX,2013,SEX_FMLE,,,,,,,430 [250-480],425.647888184,251.134994507,482.724700928,,2025-03-19T11:00:50.48+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1723,5327264,WHS2_131,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,SEX,2012,SEX_MLE,,,,,,,690 [400-870],693.994628906,397.04196167,873.787902832,,2025-03-19T11:00:50.48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1724,5327802,WHS2_131,COUNTRY,PRK,SEAR,YEAR,South-East Asia,SEX,2020,SEX_FMLE,,,,,,,500 [290-860],502.433837891,293.152313232,861.698547363,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",2025-03-19T11:00:50.48+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1725,5332924,WHS2_131,COUNTRY,DZA,AFR,YEAR,Africa,SEX,2006,SEX_MLE,,,,,,,550 [340-790],548.092834473,336.877655029,793.520385742,,2025-03-19T11:00:50.48+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1726,5339953,WHS2_131,COUNTRY,SGP,WPR,YEAR,Western Pacific,SEX,2021,SEX_BTSX,,,,,,,220 [210-350],223.689956665,207.179718018,353.688110352,,2025-03-19T11:00:50.48+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1727,5346088,WHS2_131,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,SEX,2002,SEX_BTSX,,,,,,,530 [370-930],529.666259766,370.429168701,929.703735352,,2025-03-19T11:00:50.48+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1728,5346990,WHS2_131,COUNTRY,GRD,AMR,YEAR,Americas,SEX,2001,SEX_FMLE,,,,,,,460 [360-570],458.452575684,359.57144165,567.894775391,,2025-03-19T11:00:50.48+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1729,5358579,WHS2_131,GLOBAL,GLOBAL,,YEAR,,SEX,2000,SEX_BTSX,,,,,,,600 [460-770],598.564697266,464.108886719,769.472595215,,2025-03-19T11:00:50.48+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1730,5359329,WHS2_131,COUNTRY,BLZ,AMR,YEAR,Americas,SEX,2002,SEX_MLE,,,,,,,570 [450-690],565.735534668,447.119445801,686.973571777,,2025-03-19T11:00:50.48+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1731,5359451,WHS2_131,REGION,AMR,,YEAR,,SEX,2010,SEX_MLE,,,,,,,510 [430-610],508.348114014,431.903656006,607.54888916,,2025-03-19T11:00:50.48+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1732,5364553,WHS2_131,COUNTRY,NAM,AFR,YEAR,Africa,SEX,2017,SEX_MLE,,,,,,,720 [450-1160],716.850341797,448.501495361,1156.979980469,,2025-03-19T11:00:50.48+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1733,5364741,WHS2_131,COUNTRY,BIH,EUR,YEAR,Europe,SEX,2008,SEX_MLE,,,,,,,660 [560-1020],661.457763672,558.995849609,1024.871337891,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1734,5364961,WHS2_131,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,2008,SEX_BTSX,,,,,,,630 [310-930],626.182006836,306.431976318,934.179260254,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1735,5365323,WHS2_131,COUNTRY,CAN,AMR,YEAR,Americas,SEX,2005,SEX_FMLE,,,,,,,310 [240-390],308.866851807,239.094696045,385.107452393,,2025-03-19T11:00:50.48+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1736,5365610,WHS2_131,COUNTRY,GHA,AFR,YEAR,Africa,SEX,2007,SEX_FMLE,,,,,,,600 [360-930],602.265441895,359.105438232,929.6015625,,2025-03-19T11:00:50.48+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1737,5397046,WHS2_131,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,SEX,2007,SEX_FMLE,,,,,,,390 [240-610],387.417327881,243.630813599,609.393005371,,2025-03-19T11:00:50.48+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1738,5397082,WHS2_131,COUNTRY,PAN,AMR,YEAR,Americas,SEX,2017,SEX_MLE,,,,,,,440 [380-610],441.854217529,375.274841309,611.613830566,,2025-03-19T11:00:50.48+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1739,5397214,WHS2_131,COUNTRY,PRK,SEAR,YEAR,South-East Asia,SEX,2001,SEX_MLE,,,,,,,740 [350-840],735.486206055,346.086700439,836.50378418,,2025-03-19T11:00:50.48+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1740,5397521,WHS2_131,REGION,EMR,,YEAR,,SEX,2002,SEX_BTSX,,,,,,,710 [470-1070],707.532714844,466.115081787,1065.086303711,,2025-03-19T11:00:50.48+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1741,5408943,WHS2_131,COUNTRY,ITA,EUR,YEAR,Europe,SEX,2012,SEX_MLE,,,,,,,410 [350-470],410.56652832,350.100006104,473.633972168,,2025-03-19T11:00:50.48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1742,5409156,WHS2_131,COUNTRY,SVK,EUR,YEAR,Europe,SEX,2000,SEX_FMLE,,,,,,,510 [390-660],513.09552002,390.124816895,658.785766602,,2025-03-19T11:00:50.48+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1743,5409843,WHS2_131,COUNTRY,BRN,WPR,YEAR,Western Pacific,SEX,2015,SEX_FMLE,,,,,,,430 [280-630],426.961364746,281.344146729,625.215209961,,2025-03-19T11:00:50.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1744,5415166,WHS2_131,COUNTRY,BIH,EUR,YEAR,Europe,SEX,2016,SEX_FMLE,,,,,,,430 [250-470],429.082000732,245.790679932,470.582397461,,2025-03-19T11:00:50.48+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1745,5415898,WHS2_131,COUNTRY,GTM,AMR,YEAR,Americas,SEX,2019,SEX_FMLE,,,,,,,450 [400-660],454.159820557,404.264862061,660.803222656,,2025-03-19T11:00:50.48+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1746,5421550,WHS2_131,COUNTRY,GEO,EUR,YEAR,Europe,SEX,2008,SEX_BTSX,,,,,,,700 [550-780],699.128173828,552.119262695,782.556884766,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1747,5421956,WHS2_131,REGION,AMR,,YEAR,,SEX,2016,SEX_MLE,,,,,,,490 [420-600],494.626342773,418.1590271,595.164672852,,2025-03-19T11:00:50.48+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1748,5422319,WHS2_131,COUNTRY,FRA,EUR,YEAR,Europe,SEX,2003,SEX_BTSX,,,,,,,390 [310-490],392.250091553,309.901306152,487.004272461,,2025-03-19T11:00:50.48+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1749,5422625,WHS2_131,COUNTRY,RWA,AFR,YEAR,Africa,SEX,2007,SEX_FMLE,,,,,,,600 [430-1540],603.367980957,428.238525391,1540.838867188,,2025-03-19T11:00:50.48+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1750,5422822,WHS2_131,REGION,EUR,,YEAR,,SEX,2001,SEX_MLE,,,,,,,780 [680-910],783.340942383,678.002929688,909.442077637,,2025-03-19T11:00:50.48+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1751,5427930,WHS2_131,COUNTRY,AGO,AFR,YEAR,Africa,SEX,2009,SEX_MLE,,,,,,,780 [420-1210],775.409851074,415.316436768,1209.041015625,,2025-03-19T11:00:50.48+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1752,5428171,WHS2_131,COUNTRY,AUT,EUR,YEAR,Europe,SEX,2006,SEX_BTSX,,,,,,,390 [310-490],391.940795898,311.108825684,487.909057617,,2025-03-19T11:00:50.48+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1753,5428492,WHS2_131,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,SEX,2018,SEX_MLE,,,,,,,990 [710-1400],991.807128906,713.971008301,1398.781616211,,2025-03-19T11:00:50.48+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1754,5434213,WHS2_131,COUNTRY,BWA,AFR,YEAR,Africa,SEX,2015,SEX_FMLE,,,,,,,600 [350-960],600.200561523,346.711303711,959.031555176,,2025-03-19T11:00:50.48+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1755,5434939,WHS2_131,COUNTRY,UZB,EUR,YEAR,Europe,SEX,2003,SEX_FMLE,,,,,,,1180 [990-1450],1181.263793945,990.15246582,1451.205444336,,2025-03-19T11:00:50.48+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1756,5441468,WHS2_131,COUNTRY,BFA,AFR,YEAR,Africa,SEX,2003,SEX_BTSX,,,,,,,690 [360-1260],685.337158203,357.962371826,1258.451416016,,2025-03-19T11:00:50.48+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1757,5441656,WHS2_131,COUNTRY,CRI,AMR,YEAR,Americas,SEX,2019,SEX_BTSX,,,,,,,320 [240-410],323.009094238,237.484588623,408.343780518,,2025-03-19T11:00:50.48+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1758,5441898,WHS2_131,COUNTRY,VEN,AMR,YEAR,Americas,SEX,2000,SEX_MLE,,,,,,,560 [470-690],561.455932617,469.507751465,691.695800781,,2025-03-19T11:00:50.48+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1759,5447360,WHS2_131,COUNTRY,GBR,EUR,YEAR,Europe,SEX,2014,SEX_BTSX,,,,,,,350 [300-400],348.740997314,300.423522949,401.780517578,,2025-03-19T11:00:50.48+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1760,5447463,WHS2_131,COUNTRY,TLS,SEAR,YEAR,South-East Asia,SEX,2008,SEX_MLE,,,,,,,530 [510-1450],529.209899902,512.505371094,1449.642700195,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1761,5453553,WHS2_131,COUNTRY,PER,AMR,YEAR,Americas,SEX,2014,SEX_MLE,,,,,,,270 [160-390],265.550323486,164.37701416,389.294647217,,2025-03-19T11:00:50.48+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1762,5454030,WHS2_131,COUNTRY,NLD,EUR,YEAR,Europe,SEX,2011,SEX_BTSX,,,,,,,350 [280-440],352.3621521,278.520172119,442.52255249,,2025-03-19T11:00:50.48+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1763,5465806,WHS2_131,COUNTRY,PRT,EUR,YEAR,Europe,SEX,2012,SEX_FMLE,,,,,,,270 [210-360],274.891265869,207.79246521,364.782958984,,2025-03-19T11:00:50.48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1764,5472081,WHS2_131,WORLDBANKINCOMEGROUP,WB_LMI,,YEAR,,SEX,2008,SEX_MLE,,,,,,,680 [510-980],684.38092041,507.105987549,983.862487793,,2025-03-19T11:00:50.48+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1765,5472150,WHS2_131,COUNTRY,JPN,WPR,YEAR,Western Pacific,SEX,2016,SEX_FMLE,,,,,,,170 [130-230],170.63899231,127.963371277,227.538040161,,2025-03-19T11:00:50.48+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1766,5472701,WHS2_131,COUNTRY,DOM,AMR,YEAR,Americas,SEX,2009,SEX_MLE,,,,,,,510 [370-860],507.854187012,367.348937988,860.144714355,,2025-03-19T11:00:50.48+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1767,5484706,WHS2_131,COUNTRY,IND,SEAR,YEAR,South-East Asia,SEX,2004,SEX_BTSX,,,,,,,530 [400-730],531.742492676,400.601928711,733.100708008,,2025-03-19T11:00:50.48+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1768,5485276,WHS2_131,COUNTRY,MOZ,AFR,YEAR,Africa,SEX,2003,SEX_FMLE,,,,,,,430 [230-740],433.455291748,234.378417969,742.216003418,,2025-03-19T11:00:50.48+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1769,5485693,WHS2_131,COUNTRY,SSD,AFR,YEAR,Africa,SEX,2005,SEX_FMLE,,,,,,,440 [210-820],443.153900146,208.106552124,815.221130371,,2025-03-19T11:00:50.48+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1770,5491966,WHS2_131,COUNTRY,DNK,EUR,YEAR,Europe,SEX,2007,SEX_MLE,,,,,,,540 [440-660],536.682495117,441.743225098,657.004943848,,2025-03-19T11:00:50.48+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
