"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SH.XPD.CHEX.PC.CD","Current health expenditure per capita (current US$)","Current expenditures on health per capita in current US dollars. Estimates of current health expenditures include healthcare goods and services consumed during each year.","Global Health Expenditure database, World Health Organization (WHO), uri: http://apps.who.int/nha/database",
